,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
434,435,2012-03-10,springer,2012,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0.3073015873015873
435,436,2012-03-11,springer,2012,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0.5096833691976637
436,437,2012-03-12,springer,2012,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0.18789237668161435
437,438,2012-03-13,springer,2012,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,0.14985250737463127
438,439,2012-03-14,springer,2012,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0.18758231420507995
439,440,2012-03-15,springer,2012,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0.1937536148062464
440,441,2012-03-16,springer,2012,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0.14308093994778068
441,442,2012-03-17,springer,2012,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0.674001281777398
442,443,2012-03-18,springer,2012,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,0.5989145183175034
443,444,2012-03-19,springer,2012,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,0.1899052407658093
444,445,2012-03-20,springer,2012,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0.20844902816342722
445,446,2012-03-21,summer,2012,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0.21965544244322632
446,447,2012-03-22,summer,2012,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0.24092468845945458
447,448,2012-03-23,summer,2012,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0.41897166129305957
448,449,2012-03-24,summer,2012,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0.44164172723386064
449,450,2012-03-25,summer,2012,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0.44226327944572746
450,451,2012-03-26,summer,2012,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0.16691161032962418
451,452,2012-03-27,summer,2012,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,0.11616714066943776
452,453,2012-03-28,summer,2012,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0.13415605095541402
453,454,2012-03-29,summer,2012,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0.15738818645027364
454,455,2012-03-30,summer,2012,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,0.17070555436414325
455,456,2012-03-31,summer,2012,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0.5849008642602949
456,457,2012-04-01,summer,2012,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0.6353546291283162
457,458,2012-04-02,summer,2012,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0.25549915397631134
458,459,2012-04-03,summer,2012,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0.2485250737463127
459,460,2012-04-04,summer,2012,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0.19672740795834884
460,461,2012-04-05,summer,2012,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0.22640075973409307
461,462,2012-04-06,summer,2012,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0.38835160111755856
462,463,2012-04-07,summer,2012,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0.9020804438280167
463,464,2012-04-08,summer,2012,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0.7587614834977884
464,465,2012-04-09,summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0.19337606837606838
465,466,2012-04-10,summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,0.16061972935869778
466,467,2012-04-11,summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0.11004566210045662
467,468,2012-04-12,summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0.13969658659924147
468,469,2012-04-13,summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0.24329576369996114
469,470,2012-04-14,summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0.5991425509110396
470,471,2012-04-15,summer,2012,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0.6640223985067663
471,472,2012-04-16,summer,2012,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0.23163186388244392
472,473,2012-04-17,summer,2012,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0.1734479130129779
473,474,2012-04-18,summer,2012,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0.086318407960199
474,475,2012-04-19,summer,2012,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0.1479279594334674
475,476,2012-04-20,summer,2012,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,0.22521008403361345
476,477,2012-04-21,summer,2012,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,0.6223365172667157
477,478,2012-04-22,summer,2012,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,0.13230429988974643
478,479,2012-04-23,summer,2012,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0.06459092414706856
479,480,2012-04-24,summer,2012,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0.10127077223851418
480,481,2012-04-25,summer,2012,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,0.11820970943872947
481,482,2012-04-26,summer,2012,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0.1043726653482751
482,483,2012-04-27,summer,2012,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0.19429009388771795
483,484,2012-04-28,summer,2012,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0.36129032258064514
484,485,2012-04-29,summer,2012,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,0.5469938650306748
485,486,2012-04-30,summer,2012,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,0.1355206847360913
486,487,2012-05-01,summer,2012,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,0.12836642421859643
487,488,2012-05-02,summer,2012,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,0.1212286441294075
488,489,2012-05-03,summer,2012,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,0.13505391550291673
489,490,2012-05-04,summer,2012,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,0.20451501817486128
490,491,2012-05-05,summer,2012,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,0.5689537269204468
491,492,2012-05-06,summer,2012,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,0.5054450757575758
492,493,2012-05-07,summer,2012,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,0.19145299145299147
493,494,2012-05-08,summer,2012,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,0.14789579158316632
494,495,2012-05-09,summer,2012,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,0.15133024164022454
495,496,2012-05-10,summer,2012,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,0.1849981968986657
496,497,2012-05-11,summer,2012,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,0.23095780073542288
497,498,2012-05-12,summer,2012,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,0.5454545454545454
498,499,2012-05-13,summer,2012,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,0.5504308160162189
499,500,2012-05-14,summer,2012,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0.1367453018792483
500,501,2012-05-15,summer,2012,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0.13919821826280623
501,502,2012-05-16,summer,2012,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,0.15404943261308876
502,503,2012-05-17,summer,2012,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0.2022142624552263
503,504,2012-05-18,summer,2012,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,0.2486106570774763
504,505,2012-05-19,summer,2012,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,0.6981981981981982
505,506,2012-05-20,summer,2012,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,0.6110734463276836
506,507,2012-05-21,summer,2012,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0.16894609814963799
507,508,2012-05-22,summer,2012,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,0.15588123334602208
508,509,2012-05-23,summer,2012,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,0.17044948820649755
509,510,2012-05-24,summer,2012,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,0.18543162318333042
510,511,2012-05-25,summer,2012,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,0.2665036674816626
511,512,2012-05-26,summer,2012,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,0.7756044553110568
512,513,2012-05-27,summer,2012,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,0.9924425634824667
513,514,2012-05-28,summer,2012,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,0.7335054503729203
514,515,2012-05-29,summer,2012,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,0.18095825622044007
515,516,2012-05-30,summer,2012,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,0.12193126022913257
516,517,2012-05-31,summer,2012,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,0.17633857005450465
517,518,2012-06-01,summer,2012,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0.14830272676683362
518,519,2012-06-02,summer,2012,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,0.5248826291079812
519,520,2012-06-03,summer,2012,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,0.48455410918981934
520,521,2012-06-04,summer,2012,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,0.1806984983971655
521,522,2012-06-05,summer,2012,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,0.16045085363832257
522,523,2012-06-06,summer,2012,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,0.170371599203716
523,524,2012-06-07,summer,2012,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,0.1607806691449814
524,525,2012-06-08,summer,2012,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,0.23815620998719592
525,526,2012-06-09,summer,2012,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,0.5653444676409186
526,527,2012-06-10,summer,2012,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,0.508459076360311
527,528,2012-06-11,summer,2012,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,0.18009562599610413
528,529,2012-06-12,summer,2012,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0.10611790878754171
529,530,2012-06-13,summer,2012,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,0.18774007682458388
530,531,2012-06-14,summer,2012,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,0.1908458677017629
531,532,2012-06-15,summer,2012,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,0.2561455260570305
532,533,2012-06-16,summer,2012,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,0.6252373918548217
533,534,2012-06-17,summer,2012,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,0.606353591160221
534,535,2012-06-18,summer,2012,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0.1468735942420153
535,536,2012-06-19,summer,2012,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,0.16527232371521255
536,537,2012-06-20,summer,2012,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,0.16332646563026784
537,538,2012-06-21,fall,2012,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,0.1517456602301541
538,539,2012-06-22,fall,2012,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,0.19839473142621938
539,540,2012-06-23,fall,2012,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,0.5534263695063528
540,541,2012-06-24,fall,2012,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,0.5877880184331797
541,542,2012-06-25,fall,2012,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,0.20195035460992908
542,543,2012-06-26,fall,2012,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,0.16920659858601728
543,544,2012-06-27,fall,2012,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,0.17209971236816873
544,545,2012-06-28,fall,2012,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,0.15458207452165157
545,546,2012-06-29,fall,2012,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,0.17889512300388433
546,547,2012-06-30,fall,2012,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,0.34380907372400754
547,548,2012-07-01,fall,2012,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0.34574209245742094
548,549,2012-07-02,fall,2012,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0.16982904377230884
549,550,2012-07-03,fall,2012,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0.1875891583452211
550,551,2012-07-04,fall,2012,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0.5292294980375956
551,552,2012-07-05,fall,2012,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0.29052936311000827
552,553,2012-07-06,fall,2012,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0.2821731047304276
553,554,2012-07-07,fall,2012,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,0.4268867924528302
554,555,2012-07-08,fall,2012,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0.34678581723839724
555,556,2012-07-09,fall,2012,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0.17914198528091904
556,557,2012-07-10,fall,2012,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0.1787856071964018
557,558,2012-07-11,fall,2012,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0.15503259659723326
558,559,2012-07-12,fall,2012,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0.16089803554724041
559,560,2012-07-13,fall,2012,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0.25233800935203743
560,561,2012-07-14,fall,2012,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0.5104031209362809
561,562,2012-07-15,fall,2012,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0.4670396497202627
562,563,2012-07-16,fall,2012,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0.18948101706722395
563,564,2012-07-17,fall,2012,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0.15703324808184144
564,565,2012-07-18,fall,2012,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0.16259666259666258
565,566,2012-07-19,fall,2012,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,0.1557075223566544
566,567,2012-07-20,fall,2012,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0.14581300019519813
567,568,2012-07-21,fall,2012,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0.39561815336463224
568,569,2012-07-22,fall,2012,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0.5228113440197287
569,570,2012-07-23,fall,2012,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0.19464928828674327
570,571,2012-07-24,fall,2012,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0.17668939863608182
571,572,2012-07-25,fall,2012,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0.2036818851251841
572,573,2012-07-26,fall,2012,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0.1778540772532189
573,574,2012-07-27,fall,2012,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0.22302922940655448
574,575,2012-07-28,fall,2012,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0.5019096832172546
575,576,2012-07-29,fall,2012,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0.48447344734473446
576,577,2012-07-30,fall,2012,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0.17147568013190437
577,578,2012-07-31,fall,2012,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0.15492957746478872
578,579,2012-08-01,fall,2012,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0.1650783891792192
579,580,2012-08-02,fall,2012,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0.15657852819369225
580,581,2012-08-03,fall,2012,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0.2271250213784847
581,582,2012-08-04,fall,2012,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0.5235543648135744
582,583,2012-08-05,fall,2012,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0.4543518764972052
583,584,2012-08-06,fall,2012,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0.21332179930795847
584,585,2012-08-07,fall,2012,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0.21317764804003336
585,586,2012-08-08,fall,2012,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0.2014032849625259
586,587,2012-08-09,fall,2012,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0.19638752052545155
587,588,2012-08-10,fall,2012,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0.2255877991950858
588,589,2012-08-11,fall,2012,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0.5545409674234946
589,590,2012-08-12,fall,2012,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0.5002292526364053
590,591,2012-08-13,fall,2012,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0.21264975334742778
591,592,2012-08-14,fall,2012,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0.19943422913719944
592,593,2012-08-15,fall,2012,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0.19482842738656692
593,594,2012-08-16,fall,2012,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0.2134992819530876
594,595,2012-08-17,fall,2012,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0.2617828773168579
595,596,2012-08-18,fall,2012,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0.5611353711790393
596,597,2012-08-19,fall,2012,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0.36156839269679736
597,598,2012-08-20,fall,2012,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0.18640988372093023
598,599,2012-08-21,fall,2012,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0.18244725738396625
599,600,2012-08-22,fall,2012,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0.17417608661041237
600,601,2012-08-23,fall,2012,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0.21290221805685725
601,602,2012-08-24,fall,2012,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0.21176282563528848
602,603,2012-08-25,fall,2012,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0.4330018939393939
603,604,2012-08-26,fall,2012,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0.39316012725344646
604,605,2012-08-27,fall,2012,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0.16683535762483132
605,606,2012-08-28,fall,2012,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,0.15315315315315314
606,607,2012-08-29,fall,2012,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0.18052147239263805
607,608,2012-08-30,fall,2012,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0.17917749579574987
608,609,2012-08-31,fall,2012,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0.2421835389555518
609,610,2012-09-01,fall,2012,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0.6209081309398099
610,611,2012-09-02,fall,2012,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0.8173287456990929
611,612,2012-09-03,fall,2012,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0.48291963627426887
612,613,2012-09-04,fall,2012,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,0.14457228614307155
613,614,2012-09-05,fall,2012,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0.13248407643312102
614,615,2012-09-06,fall,2012,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0.10926323319027181
615,616,2012-09-07,fall,2012,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0.16178975073540797
616,617,2012-09-08,fall,2012,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0.35234215885947046
617,618,2012-09-09,fall,2012,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0.4543044016263037
618,619,2012-09-10,fall,2012,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0.174496644295302
619,620,2012-09-11,fall,2012,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0.1597730327012095
620,621,2012-09-12,fall,2012,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0.15395894428152493
621,622,2012-09-13,fall,2012,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0.15614814814814815
622,623,2012-09-14,fall,2012,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0.20799396681749624
623,624,2012-09-15,fall,2012,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0.5689593086064098
624,625,2012-09-16,fall,2012,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0.41919876137023415
625,626,2012-09-17,fall,2012,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0.17479049085000856
626,627,2012-09-18,fall,2012,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0.10021609940572664
627,628,2012-09-19,fall,2012,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0.11583125091871234
628,629,2012-09-20,fall,2012,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0.13847515115764636
629,630,2012-09-21,fall,2012,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0.1807141824490386
630,631,2012-09-22,fall,2012,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0.42699303076661566
631,632,2012-09-23,winter,2012,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0.4500275077938749
632,633,2012-09-24,winter,2012,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0.15555555555555556
633,634,2012-09-25,winter,2012,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,0.12625130733602272
634,635,2012-09-26,winter,2012,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,0.11330262021307227
635,636,2012-09-27,winter,2012,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,0.11306835290575128
636,637,2012-09-28,winter,2012,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0.1640502354788069
637,638,2012-09-29,winter,2012,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0.43395910157559503
638,639,2012-09-30,winter,2012,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0.41341813705375463
639,640,2012-10-01,winter,2012,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0.12684954280964256
640,641,2012-10-02,winter,2012,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0.07284921369102683
641,642,2012-10-03,winter,2012,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0.10637054354178843
642,643,2012-10-04,winter,2012,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0.13841851794314122
643,644,2012-10-05,winter,2012,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0.2283132530120482
644,645,2012-10-06,winter,2012,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0.6143088771787596
645,646,2012-10-07,winter,2012,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0.28618541590326124
646,647,2012-10-08,winter,2012,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0.1898349261511729
647,648,2012-10-09,winter,2012,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0.10378173027111035
648,649,2012-10-10,winter,2012,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0.11286355086094632
649,650,2012-10-11,winter,2012,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,0.12381235154394299
