,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
10119,10120,2012-03-02,springer,2012,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,0.04065040650406504
10120,10121,2012-03-02,springer,2012,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,0.03896103896103896
10121,10122,2012-03-02,springer,2012,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,0.07407407407407407
10122,10123,2012-03-02,springer,2012,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100,0.07526881720430108
10123,10124,2012-03-02,springer,2012,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,0.020202020202020204
10124,10125,2012-03-02,springer,2012,3,22,0,5,1,2,0.36,0.3788,0.87,0.0,6,69,75,0.08695652173913043
10125,10126,2012-03-02,springer,2012,3,23,0,5,1,2,0.36,0.3788,0.87,0.0,4,19,23,0.21052631578947367
10126,10127,2012-03-03,springer,2012,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22,0.047619047619047616
10127,10128,2012-03-03,springer,2012,3,1,0,6,0,3,0.36,0.3788,0.93,0.0,0,44,44,0.0
10128,10129,2012-03-03,springer,2012,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38,0.11764705882352941
10129,10130,2012-03-03,springer,2012,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21,0.05
10130,10131,2012-03-03,springer,2012,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,0.0
10131,10132,2012-03-03,springer,2012,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,1.0
10132,10133,2012-03-03,springer,2012,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7,0.16666666666666666
10133,10134,2012-03-03,springer,2012,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,0.14285714285714285
10134,10135,2012-03-03,springer,2012,3,8,0,6,0,3,0.36,0.3788,0.93,0.0,2,46,48,0.043478260869565216
10135,10136,2012-03-03,springer,2012,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,0.08045977011494253
10136,10137,2012-03-03,springer,2012,3,10,0,6,0,2,0.4,0.4091,0.87,0.0,31,137,168,0.22627737226277372
10137,10138,2012-03-03,springer,2012,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,0.18232044198895028
10138,10139,2012-03-03,springer,2012,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,0.1865079365079365
10139,10140,2012-03-03,springer,2012,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,0.34523809523809523
10140,10141,2012-03-03,springer,2012,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430,0.5412186379928315
10141,10142,2012-03-03,springer,2012,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399,0.5708661417322834
10142,10143,2012-03-03,springer,2012,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,0.5566666666666666
10143,10144,2012-03-03,springer,2012,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,0.37992831541218636
10144,10145,2012-03-03,springer,2012,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303,0.212
10145,10146,2012-03-03,springer,2012,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,0.17801047120418848
10146,10147,2012-03-03,springer,2012,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,0.23140495867768596
10147,10148,2012-03-03,springer,2012,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,0.18461538461538463
10148,10149,2012-03-03,springer,2012,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134,0.16521739130434782
10149,10150,2012-03-03,springer,2012,3,23,0,6,0,1,0.42,0.4242,0.24,0.0,12,94,106,0.1276595744680851
10150,10151,2012-03-04,springer,2012,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,0.07462686567164178
10151,10152,2012-03-04,springer,2012,3,1,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,0.26666666666666666
10152,10153,2012-03-04,springer,2012,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,0.21212121212121213
10153,10154,2012-03-04,springer,2012,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,0.23809523809523808
10154,10155,2012-03-04,springer,2012,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,0.2727272727272727
10155,10156,2012-03-04,springer,2012,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,0.0
10156,10157,2012-03-04,springer,2012,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,0.0
10157,10158,2012-03-04,springer,2012,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,0.09523809523809523
10158,10159,2012-03-04,springer,2012,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,0.2222222222222222
10159,10160,2012-03-04,springer,2012,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,0.1346153846153846
10160,10161,2012-03-04,springer,2012,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,0.19254658385093168
10161,10162,2012-03-04,springer,2012,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,0.3333333333333333
10162,10163,2012-03-04,springer,2012,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,0.27734375
10163,10164,2012-03-04,springer,2012,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,0.421875
10164,10165,2012-03-04,springer,2012,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,0.4690265486725664
10165,10166,2012-03-04,springer,2012,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,0.3253968253968254
10166,10167,2012-03-04,springer,2012,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,0.2943722943722944
10167,10168,2012-03-04,springer,2012,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,0.22897196261682243
10168,10169,2012-03-04,springer,2012,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,0.12195121951219512
10169,10170,2012-03-04,springer,2012,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,0.1
10170,10171,2012-03-04,springer,2012,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,0.1
10171,10172,2012-03-04,springer,2012,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,0.12857142857142856
10172,10173,2012-03-04,springer,2012,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,0.16981132075471697
10173,10174,2012-03-04,springer,2012,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,0.08333333333333333
10174,10175,2012-03-05,springer,2012,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17,0.13333333333333333
10175,10176,2012-03-05,springer,2012,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6,1.0
10176,10177,2012-03-05,springer,2012,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,0.3333333333333333
10177,10178,2012-03-05,springer,2012,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1,0.0
10178,10179,2012-03-05,springer,2012,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,0.0
10179,10180,2012-03-05,springer,2012,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18,0.058823529411764705
10180,10181,2012-03-05,springer,2012,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91,0.02247191011235955
10181,10182,2012-03-05,springer,2012,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,0.02766798418972332
10182,10183,2012-03-05,springer,2012,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,0.03132530120481928
10183,10184,2012-03-05,springer,2012,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,0.05913978494623656
10184,10185,2012-03-05,springer,2012,3,10,0,1,1,2,0.24,0.2576,0.6,0.0,12,74,86,0.16216216216216217
10185,10186,2012-03-05,springer,2012,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103,0.19767441860465115
10186,10187,2012-03-05,springer,2012,3,12,0,1,1,2,0.26,0.303,0.52,0.0,15,122,137,0.12295081967213115
10187,10188,2012-03-05,springer,2012,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,0.10091743119266056
10188,10189,2012-03-05,springer,2012,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,0.11304347826086956
10189,10190,2012-03-05,springer,2012,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130,0.18181818181818182
10190,10191,2012-03-05,springer,2012,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210,0.16666666666666666
10191,10192,2012-03-05,springer,2012,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,0.02925531914893617
10192,10193,2012-03-05,springer,2012,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,0.03305785123966942
10193,10194,2012-03-05,springer,2012,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226,0.02727272727272727
10194,10195,2012-03-05,springer,2012,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,0.04678362573099415
10195,10196,2012-03-05,springer,2012,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120,0.034482758620689655
10196,10197,2012-03-05,springer,2012,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78,0.02631578947368421
10197,10198,2012-03-05,springer,2012,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,0.06896551724137931
10198,10199,2012-03-06,springer,2012,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,0.0
10199,10200,2012-03-06,springer,2012,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,0.0
10200,10201,2012-03-06,springer,2012,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,0.0
10201,10202,2012-03-06,springer,2012,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,0.0
10202,10203,2012-03-06,springer,2012,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,0.0
10203,10204,2012-03-06,springer,2012,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,0.0
10204,10205,2012-03-06,springer,2012,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,0.030303030303030304
10205,10206,2012-03-06,springer,2012,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,0.018518518518518517
10206,10207,2012-03-06,springer,2012,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,0.028747433264887063
10207,10208,2012-03-06,springer,2012,3,9,0,2,1,1,0.22,0.2727,0.47,0.0,11,222,233,0.04954954954954955
10208,10209,2012-03-06,springer,2012,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,16,113,129,0.1415929203539823
10209,10210,2012-03-06,springer,2012,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,0.18181818181818182
10210,10211,2012-03-06,springer,2012,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,0.06976744186046512
10211,10212,2012-03-06,springer,2012,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164,0.10810810810810811
10212,10213,2012-03-06,springer,2012,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136,0.1724137931034483
10213,10214,2012-03-06,springer,2012,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166,0.16901408450704225
10214,10215,2012-03-06,springer,2012,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,0.09649122807017543
10215,10216,2012-03-06,springer,2012,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,0.04941176470588235
10216,10217,2012-03-06,springer,2012,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457,0.033936651583710405
10217,10218,2012-03-06,springer,2012,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,0.03237410071942446
10218,10219,2012-03-06,springer,2012,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187,0.016304347826086956
10219,10220,2012-03-06,springer,2012,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,0.03496503496503497
10220,10221,2012-03-06,springer,2012,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106,0.04950495049504951
10221,10222,2012-03-06,springer,2012,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54,0.058823529411764705
10222,10223,2012-03-07,springer,2012,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15,0.25
10223,10224,2012-03-07,springer,2012,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5,0.25
10224,10225,2012-03-07,springer,2012,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4,0.0
10225,10226,2012-03-07,springer,2012,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3,0.5
10226,10227,2012-03-07,springer,2012,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,0.0
10227,10228,2012-03-07,springer,2012,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,0.0
10228,10229,2012-03-07,springer,2012,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,0.038461538461538464
10229,10230,2012-03-07,springer,2012,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,0.03614457831325301
10230,10231,2012-03-07,springer,2012,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,0.021660649819494584
10231,10232,2012-03-07,springer,2012,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,0.047619047619047616
10232,10233,2012-03-07,springer,2012,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,0.15748031496062992
10233,10234,2012-03-07,springer,2012,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161,0.2578125
10234,10235,2012-03-07,springer,2012,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,0.22857142857142856
10235,10236,2012-03-07,springer,2012,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,0.1452513966480447
10236,10237,2012-03-07,springer,2012,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,0.2773722627737226
10237,10238,2012-03-07,springer,2012,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,0.26666666666666666
10238,10239,2012-03-07,springer,2012,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,0.13385826771653545
10239,10240,2012-03-07,springer,2012,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612,0.10469314079422383
10240,10241,2012-03-07,springer,2012,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544,0.068762278978389
10241,10242,2012-03-07,springer,2012,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,0.0463768115942029
10242,10243,2012-03-07,springer,2012,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260,0.0743801652892562
10243,10244,2012-03-07,springer,2012,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,0.062146892655367235
10244,10245,2012-03-07,springer,2012,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,0.06711409395973154
10245,10246,2012-03-07,springer,2012,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,0.06896551724137931
10246,10247,2012-03-08,springer,2012,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46,0.3142857142857143
10247,10248,2012-03-08,springer,2012,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21,0.23529411764705882
10248,10249,2012-03-08,springer,2012,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11,1.2
10249,10250,2012-03-08,springer,2012,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,0.0
10250,10251,2012-03-08,springer,2012,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,0.0
10251,10252,2012-03-08,springer,2012,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,0.03571428571428571
10252,10253,2012-03-08,springer,2012,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,0.0380952380952381
10253,10254,2012-03-08,springer,2012,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,0.024539877300613498
10254,10255,2012-03-08,springer,2012,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585,0.020942408376963352
10255,10256,2012-03-08,springer,2012,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,0.0673758865248227
10256,10257,2012-03-08,springer,2012,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,0.15966386554621848
10257,10258,2012-03-08,springer,2012,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,0.3076923076923077
10258,10259,2012-03-08,springer,2012,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,0.12053571428571429
10259,10260,2012-03-08,springer,2012,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,0.17676767676767677
10260,10261,2012-03-08,springer,2012,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,0.3096774193548387
10261,10262,2012-03-08,springer,2012,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,0.14906832298136646
10262,10263,2012-03-08,springer,2012,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,0.12131147540983607
10263,10264,2012-03-08,springer,2012,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,0.09541284403669725
10264,10265,2012-03-08,springer,2012,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,0.08256880733944955
10265,10266,2012-03-08,springer,2012,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,0.053164556962025315
10266,10267,2012-03-08,springer,2012,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,0.07092198581560284
10267,10268,2012-03-08,springer,2012,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,0.13106796116504854
10268,10269,2012-03-08,springer,2012,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,0.0851063829787234
10269,10270,2012-03-08,springer,2012,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,0.06818181818181818
10270,10271,2012-03-09,springer,2012,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,0.058823529411764705
10271,10272,2012-03-09,springer,2012,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,0.18181818181818182
10272,10273,2012-03-09,springer,2012,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,0.2222222222222222
10273,10274,2012-03-09,springer,2012,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,0.0
10274,10275,2012-03-09,springer,2012,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,0.0
10275,10276,2012-03-09,springer,2012,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,0.07407407407407407
10276,10277,2012-03-09,springer,2012,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,0.024096385542168676
10277,10278,2012-03-09,springer,2012,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,0.022900763358778626
10278,10279,2012-03-09,springer,2012,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,0.03512396694214876
10279,10280,2012-03-09,springer,2012,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,0.06367041198501873
10280,10281,2012-03-09,springer,2012,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,0.09655172413793103
10281,10282,2012-03-09,springer,2012,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,0.1
10282,10283,2012-03-09,springer,2012,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,0.15517241379310345
10283,10284,2012-03-09,springer,2012,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,0.28
10284,10285,2012-03-09,springer,2012,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,0.3798449612403101
10285,10286,2012-03-09,springer,2012,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,0.26595744680851063
10286,10287,2012-03-09,springer,2012,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,0.17465753424657535
10287,10288,2012-03-09,springer,2012,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,0.13654618473895583
10288,10289,2012-03-09,springer,2012,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,0.06818181818181818
10289,10290,2012-03-09,springer,2012,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,0.05172413793103448
10290,10291,2012-03-09,springer,2012,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,0.019230769230769232
10291,10292,2012-03-09,springer,2012,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,0.06015037593984962
10292,10293,2012-03-09,springer,2012,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,0.07
10293,10294,2012-03-09,springer,2012,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,0.11688311688311688
10294,10295,2012-03-10,springer,2012,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,0.1323529411764706
10295,10296,2012-03-10,springer,2012,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,0.02
10296,10297,2012-03-10,springer,2012,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,0.4
10297,10298,2012-03-10,springer,2012,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,0.0
10298,10299,2012-03-10,springer,2012,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,0.3333333333333333
10299,10300,2012-03-10,springer,2012,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,0.42857142857142855
10300,10301,2012-03-10,springer,2012,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,0.09090909090909091
10301,10302,2012-03-10,springer,2012,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,0.1111111111111111
10302,10303,2012-03-10,springer,2012,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,0.15625
10303,10304,2012-03-10,springer,2012,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,0.16535433070866143
10304,10305,2012-03-10,springer,2012,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,0.26704545454545453
10305,10306,2012-03-10,springer,2012,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,0.25688073394495414
10306,10307,2012-03-10,springer,2012,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,0.3651452282157676
10307,10308,2012-03-10,springer,2012,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,0.332089552238806
10308,10309,2012-03-10,springer,2012,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,0.44656488549618323
10309,10310,2012-03-10,springer,2012,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406,0.48175182481751827
10310,10311,2012-03-10,springer,2012,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390,0.41818181818181815
10311,10312,2012-03-10,springer,2012,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354,0.416
10312,10313,2012-03-10,springer,2012,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,0.29130434782608694
10313,10314,2012-03-10,springer,2012,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184,0.15723270440251572
10314,10315,2012-03-10,springer,2012,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,0.19801980198019803
10315,10316,2012-03-10,springer,2012,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,0.1702127659574468
10316,10317,2012-03-10,springer,2012,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,0.2345679012345679
10317,10318,2012-03-10,springer,2012,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,0.07792207792207792
10318,10319,2012-03-11,springer,2012,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,0.11290322580645161
10319,10320,2012-03-11,springer,2012,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,0.07017543859649122
10320,10321,2012-03-11,springer,2012,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,0.29411764705882354
10321,10322,2012-03-11,springer,2012,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,0.4666666666666667
10322,10323,2012-03-11,springer,2012,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,0.4
10323,10324,2012-03-11,springer,2012,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,0.25
10324,10325,2012-03-11,springer,2012,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,0.13333333333333333
10325,10326,2012-03-11,springer,2012,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,0.058823529411764705
10326,10327,2012-03-11,springer,2012,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,0.2857142857142857
10327,10328,2012-03-11,springer,2012,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,0.48299319727891155
10328,10329,2012-03-11,springer,2012,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,0.430622009569378
10329,10330,2012-03-11,springer,2012,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,0.553030303030303
10330,10331,2012-03-11,springer,2012,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,0.6111111111111112
10331,10332,2012-03-11,springer,2012,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,0.7335640138408305
10332,10333,2012-03-11,springer,2012,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,0.7027972027972028
10333,10334,2012-03-11,springer,2012,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,0.6910299003322259
10334,10335,2012-03-11,springer,2012,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,0.6655518394648829
10335,10336,2012-03-11,springer,2012,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,0.51953125
10336,10337,2012-03-11,springer,2012,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,0.270935960591133
10337,10338,2012-03-11,springer,2012,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,0.32558139534883723
10338,10339,2012-03-11,springer,2012,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,0.33636363636363636
10339,10340,2012-03-11,springer,2012,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,0.16049382716049382
